Questions,OK,OK,OK,OK,Ok,OK,We can put volumes?,OK,OK,OK,OK,OK,OK,OK,"In this case, We need to use the generic degree abbreviation or We can more specific? Do you have some list of official abbreviations?",What is the correct number for El Colegio de México? 2063 or 2069,We can insert the Research Centers?,OK,OK,OK
,0,0,Y,primary,Ornelas Hernández,Moisés,"xvii, 308 ",doctoral,ECM01:990006071590302716,no,"A la sombra de la revolución liberal: iglesia, política y sociedad en Michoacán, 1821-1870",2011,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,ornelas_m_000249000.pdf
,0,0,Y,primary,Ortiz Yam,Inés,"xii, 290 ",doctoral,ECM01:990006060440302716,no,"De milperos a henequeneros: los procesos agrarios en el Noreste de Yucatán, 1870-1937",2011,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,ortiz_ii_000249002.pdf
,0,0,Y,primary,Delgado Aguilar,Francisco Javier,"459, [6] ",doctoral,ECM01:990006193580302716,no,"Obra pública, cambio urbano y protesta social en la primera mitad del siglo XX: el abasto de agua en la ciudad de Aguascalientes",2011,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,delgado_fJ_000294872.pdf
,0,0,Y,primary,Gayet,Cecilia Inés,"vi, 319 ",doctoral,ECM01:990006142970302716,no,Infecciones de transmisión sexual en México: la influencia de las relaciones de género en la construcción del riesgo,2011,,SP,doctoral,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",D,PDF,gayet_ci_000272942.pdf
,0,0,Y,primary,Reyes López,Maricela Mireya,339,doctoral,ECM01:990006195610302716,no,"Evolución de la pobreza rural en delta del Mekong de Vietnam: impacto del proceso de reformas, transición y apertura en la situación de campesinos pobres",2011,,SP,doctoral,,El Colegio de México. Centro de Estudios de Asia y África,D,PDF,reyes_mm_000293119.pdf
,0,0,Y,primary,Mancini,Fiorella,485,doctoral,ECM01:990007064220302716,no,Asir incertidumbres: experiencias de inseguridad laboral en sociedades latinoamericanas complejas y periféricas,2011,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,mancini_f_000332138.pdf
,0,0,Y,primary,Sosa Márquez,María Viridiana,"viii, 190 ",doctoral,ECM01:990005280930302716,no,¿Quién se casa con quién? sus distintas dimensiones de análisis|b|una perspectiva espacial e intergeneracional,2011,,SP,doctoral,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",D,PDF,sosa_mv_000253539.pdf
,0,0,Y,primary,Méndez Vázquez,Marcela Inés,"ix, 187 ",doctoral,ECM01:990006195640302716,no,Acomodando la diversidad: Nikkei latinos e imaginario político en el Japón actual,2011,,SP,doctoral,,El Colegio de México. Centro de Estudios de Asia y África,D,PDF,mndez_mi_000291194.pdf
,0,0,Y,primary,Mosqueda Tapia,Eloy,284,doctoral,ECM01:990006163680302716,no,"La lógica del campo religioso católico: desigualdad y memoria en torno al Diaconado permanente indígena en la Diócesis de San Cristóbal de las Casas, Chiapas (1960-2008)",2011,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,mosqueda_e_000279905.pdf
,0,0,Y,primary,Aznar Molina,Yésica,331,doctoral,ECM01:990006160580302716,no,"Otro norte, otro terruño: reconstruyendo los sentidos y las identidades de los retornados en localidades urbanas",2011,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,aznar_y_000279897.pdf
,0,0,Y,primary,Ortiz Díaz,Edith María del Socorro,429,doctoral,ECM01:990006116410302716,no,El Soconusco y el despoblado: historia de la población y de la economía de una provincia colonial del 1524 a 1790,2011,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,ortiz_emdels_000281861.pdf
,0,0,Y,primary,Vélez Rendón,Juan Carlos,"xi, 436 ",doctoral,ECM01:990006119290302716,no,"El establecimiento local del sistema republicano en Colombia: gobierno, representación política y administración de justicia en la provincia de Antioquia, 1821-1853",2011,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,vlez_jc_000281875.pdf
,0,0,Y,primary,Piedra Guillén,Nancy,"394, 44, [218] ",doctoral,ECM01:990005780880302716,no,Amor / desamor: relaciones de poder en las parejas y vínculos amorosos en la Costa Rica urbana contemporánea,2011,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,piedra_n_000287766.pdf
,0,0,Y,primary,Pérez Benavides,Amada Carolina,"374, [3] ",doctoral,ECM01:990006181030302716,no,"Nosotros y los otros: las representaciones de la nación y sus habitantes, Colombia, 1880-1910",2011,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,prez_ac_000285517.pdf
,0,0,Y,primary,Bustamante Vismara,José,345,doctoral,ECM01:990006081890302716,no,"Pueblos, ayuntamientos y escuelas, Valle de Toluca en la primera mitad del siglo XIX",2011,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,bustamante_j_000256158.pdf
,0,0,Y,primary,Gutiérrez Márquez,Harim Benjamín,556,doctoral,ECM01:990006194700302716,no,"El régimen de la Revolución Mexicana y las revueltas populares en la Huasteca Hidalguense, 1966-1981: estudio sobre el funcionamiento y las particularidades del régimen autoritario mexicano en la segunda mitad del siglo XX",2011,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,gutirrez_hb_000292103.pdf
,0,0,Y,primary,Herrasti y Cordero,Lucille,334,doctoral,ECM01:990006068680302716,no,Características semánticas definitorias de la presuposición,2011,,SP,doctoral,,El Colegio de México. Centro de Estudios Lingüísticos y Literarios,D,PDF,herrasti_l_000249012.pdf
,0,0,Y,primary,Osenda,Natacha V,"viii, 518 ",doctoral,ECM01:990006195840302716,no,Formas de colaboración artística y reinterpretaciones de la última dictadura militar en Argentina: teatro abierto (1981-1985) y teatroxlaidentidad (2001-2005) en las disputas por reconfigurar el imaginario de nación,2011,,SP/francés,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,osenda_nv_000291216.pdf
,0,0,Y,primary,Montes de Oca Barrera,Laura Beatriz,273,doctoral,ECM01:99000607ECM01:9950302716,no,Analítica del poder de la responsabilidad social empresarial en México: comida chatarra y transgénicos en disputa,2011,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,montesdeoca_lb_000251097.pdf
,0,0,Y,primary,Salmerón Tellechea,Cecilia,313,doctoral,ECM01:990006194760302716,no,Macedonio Fernández y su diálogo con la tradición: en Adriana Buenos Aires y Museo de la novela de la eterna,2011,,SP,doctoral,,El Colegio de México. Centro de Estudios Lingüísticos y Literarios,D,PDF,salmern_c_000292097.pdf
,0,0,Y,primary,Hernández Echávarri,José Ricardo,246,doctoral,ECM01:990006168910302716,no,César Moro en México: los versos de un voluntario inadaptado,2011,,SP,doctoral,,El Colegio de México. Centro de Estudios Lingüísticos y Literarios,D,PDF,hernndez_Jr_000280821.pdf
,0,0,Y,primary,Knapp Ring,Michael,740,doctoral,ECM01:990006071690302716,no,Doctrina y enseñanza en la lengua maçahua: estudio filológico y edición interlineal : seguidos de un esbozo gramatical,2011,,SP,doctoral,,El Colegio de México. Centro de Estudios Lingüísticos y Literarios,D,PDF,knapp_m_000248994.pdf
,0,0,Y,primary,Dávila Cervantes,Claudio Alberto,"vi, 397 ",doctoral,ECM01:990007035210302716,no,Análisis de patrones y ajuste matemático de las principales causas de muerte en México 1979 a 2008,2012,,SP,doctoral,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",D,PDF,dvila_ca_000316081.pdf
,0,0,Y,primary,Pulido Esteva,Diego,283,doctoral,ECM01:990005527230302716,no,"¡A su Salud!: sociabilidades, libaciones y prácticas populares en la Ciudad de México a principios del siglo XX",2012,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,pulido_d_000319605.pdf
,0,0,Y,primary,Niño Martínez,José Javier,221,doctoral,ECM01:990006207030302716,no,Alternancia y estructura del bienestar social: un marco para el análisis del cambio político en México,2012,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,nio_jj_000295624.pdf
,0,0,Y,primary,Andrade Rosas,Luis Antonio,"v, 49 ",doctoral,ECM01:990007049060302716,no,"Política de impuestos, desigualdad, polarización y crecimiento económico",2012,,SP,doctoral,,El Colegio de México. Centro de Estudios Económicos,D,PDF,andrade_la_000324671.pdf
,0,0,Y,primary,Santiago Hernández,Julio,"vi, 286 ",doctoral,ECM01:990006970930302716,no,"Migración interna y búsqueda del bienestar: el logro educativo y ocupacional de los migrantes en la Zona Metropolitana del Valle de México, 1980-2009",2012,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,santiago_j_000298993.pdf
,0,0,Y,primary,Caro Luján,Nelly,263,doctoral,ECM01:990007055540302716,no,Procesos decisionales en el comportamiento sexual y reproductivo de mujeres jóvenes en la Ciudad de México,2012,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,caro_nr_000328570.pdf
,0,0,Y,primary,Agudelo Botero,Marcela,"x, 311 ",doctoral,ECM01:990004098920302716,no,Prácticas y discursos de médicos frente a la detección del cáncer de mama en zonas marginales del Distrito Federal,2012,,SP,doctoral,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",D,PDF,agudelo_m_000313528.pdf
,0,0,Y,primary,Arce Padrón,Yissel,172,doctoral,ECM01:990004120850302716,no,Narraciones de la nación: exploración desde las artes visuales contemporáneas en Sudáfrica postapartheid,2012,,SP,doctoral,,El Colegio de México. Centro de Estudios de Asia y África,D,PDF,arce_y_000341335.pdf
,0,0,Y,primary,Reyes Lugardo,Marco Antonio,"xiv, 334 ",doctoral,ECM01:990004131680302716,no,"La República Democrática del Congo: orden político y autoridad en contextos electorales, neopatrimoniales y de economía de guerra",2012,,SP,doctoral,,El Colegio de México. Centro de Estudios de Asia y África,D,PDF,reyes_ma_000333230.pdf
,0,0,Y,primary,Videgain Martínez,Ana Karina,282,doctoral,ECM01:990007001420302716,no,"Cambios en el patrón de estructuración por edad de los cursos de vida tempranos en Montevideo: una aproximación a los efectos de interacción entre historia, estructura de desigualdades y biografía (1985-2006)",2012,,SP,doctoral,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",D,PDF,videgain_ak_000307427.pdf
,0,0,Y,primary,Miranda Gómez,José Estuardo,374,doctoral,ECM01:990006209450302716,no,"Espacios estructurados e interacciones sociales en salud: las prácticas de salud en los Centros de Salud San Julián Chinautla y San Pedro Ayampuc, Guatemala, 1996-2009",2012,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,miranda_je_000295622.pdf
,0,0,Y,primary,Contreras Ortiz,Yency,"v, 381 ",doctoral,ECM01:990004121040302716,no,Cambio institucional y gestión de vivienda en la Ciudad de México 1988-2008,2012,,SP,doctoral,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",D,PDF,contreras_y_000333219.pdf
,0,0,Y,primary,Gandini,Luciana,331,doctoral,ECM01:990007080120302716,no,¿Escapando de la crisis?: trayectorias laborales de migrantes argentinos recientes en dos contextos de recepción : Ciudad de México y Madrid,2012,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,gandini_l_000339465.pdf
,0,0,Y,primary,Cruz Islas,Ignacio César,307,doctoral,ECM01:990007049170302716,no,"Determinantes sociodemográficos del consumo de energía en los hogares de México, en el marco de la Estrategia Nacional de Cambio Climático",2012,,SP,doctoral,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",D,PDF,cruz_ig_000324654.pdf
,0,0,Y,primary,Millán Ríos,Valeria,"x, 258 ",doctoral,ECM01:990007034040302716,no,Demonio de Maxwell o institución de educación superior eficaz,2012,,SP,doctoral,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",D,PDF,milln_v_000316087.pdf
,0,0,Y,primary,Pesqueira,Dinorah,"xiv, 286, [3] ",doctoral,ECM01:990006ECM01:997410302716,no,Acomodación y cambio lingüístico en situaciones de contacto dialectal,2012,,SP,doctoral,,El Colegio de México. Centro de Estudios Lingüísticos y Literarios,D,PDF,pesqueira_d_000308798.pdf
,0,0,Y,primary,Silva Arias,Adriana Carolina,"xi, 321 ",doctoral,ECM01:990007035190302716,no,"Geografía del refugio, sobrevivencia económica y vida familiar de los desplazados forzados en Colombia",2012,,SP,doctoral,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",D,PDF,silva_ac_000316089.pdf
,0,0,Y,primary,Campos Rico,Ivonne Virginia,"vi, 240 ",doctoral,ECM01:990007055520302716,no,Los Han en la sociedad multiétnica de la dinastía Qing: mecanismos de construcción-reconstrucción de la identidad étnica Han en el siglo XIX,2012,,SP,doctoral,,El Colegio de México. Centro de Estudios de Asia y África,D,PDF,campos_iv_000331012.pdf
,0,0,Y,primary,Meza Bazán,Mario Miguel,486,doctoral,ECM01:990006206540302716,no,El movimiento revolucionario Túpac Amaru (MRTA) y las fuentes de la revolución en América Latina,2012,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,meza_mm_000295620.pdf
,0,0,Y,primary,Sánchez Bernal,Indira Iasel,"xviii, 366 ",doctoral,ECM01:990006988880302716,no,"El sistema político marroquí en la encrucijada del cambio político 1997-2007: monarquía, partidos políticos, movimientos islamistas, sociedad civil y organización civil",2012,,SP,doctoral,,El Colegio de México. Centro de Estudios de Asia y África,D,PDF,snchez_ii_000303243.pdf
,0,0,Y,primary,Cruz Muñoz,Fermín Alí,"xiv, 357 ",doctoral,ECM01:990007028860302716,no,Configuración espacial de la industria en la Ciudad de México,2012,,SP,doctoral,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",D,PDF,cruz_fa_000313522.pdf
,0,0,Y,primary,Cornejo Cancino,Tomás,437,doctoral,ECM01:990007046550302716,no,Circuitos culturales y redes sociales en Santiago de Chile (1880-1910): un análisis microhistórico,2012,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,cornejo_t_000321252.pdf
,0,0,Y,primary,Lara Carmona,Vanessa Lizbeth,175,doctoral,ECM01:990007044660302716,no,Masculinidades en el trabajo: lógicas de acción y definiciones subjetivas de varones enfermeros,2012,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,lara_vl_000321258.pdf
,0,0,Y,primary,Benza Solari,Gabriela,403,doctoral,ECM01:990005527240302716,no,"Estructura de clases y movilidad intergeneracional en Buenos Aires: ¿el fin de una sociedad de ""amplias clases medias""?",2012,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,benza_gm_000319647.pdf
,0,0,Y,primary,Acevedo Rodríguez,Carlos,386,doctoral,ECM01:990007077920302716,no,"Universo simbólico y legitimación de las desigualdades sociales en Chile: el conflicto de los pingüinos, 2006",2012,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,acevedo_c_000341339.pdf
,0,0,Y,primary,Robledo Silvestre,Carolina,368,doctoral,ECM01:990007080380302716,no,Drama social y política del duelo de los familiares de desaparecidos en el marco de la guerra contra el narcotráfico: Tijuana 2006-2012,2012,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,robledo_c_000339463.pdf
,0,0,Y,primary,Bermúdez Rico,Rosa Emilia,297,doctoral,ECM01:990007026980302716,no,Migración calificada por razones de estudio: colombianas en México,2012,,SP,doctoral,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",D,PDF,bermdez_re_000313524.pdf
,0,0,Y,primary,González Chavarría,Alexander,"iv, 246 ",doctoral,ECM01:990007060670302716,no,Derechos humanos y gobernanza política: análisis a propósito de la formulación de la estrategia de cooperación internacional del Estado colombiano 2003-2006,2012,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,gonzlez_a_000333221.pdf
,0,0,Y,primary,Sarmiento Espinel,Jaime Andrés,"x, 93 ",doctoral,ECM01:990007076440302716,no,Collective household models: children and non-participation,2012,,SP/EN,doctoral,,El Colegio de México. Centro de Estudios Económicos,D,PDF,sarmiento_ja_000343779.pdf
,0,0,Y,primary,Castro Colina,Libertad Rosalía,"v, 305 ",doctoral,ECM01:990007052920302716,no,La influencia de los actores sociales en la formulación de las políticas públicas relacionadas con la introducción del maíz genéticamente modificado en México,2012,,SP,doctoral,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",D,PDF,castro_lr_000324665.pdf
,0,0,Y,primary,Camacho García,María Ofelia Guadalupe,275,doctoral,ECM01:990007053980302716,no,"La influencia de los grupos de interés empresariales en la gestión de instrumentos de política ambiental en México, 1990-2010",2012,,SP,doctoral,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",D,PDF,camacho_mog_000325293.pdf
,0,0,Y,primary,Cerón Monroy,Hazael,"iv, 174 ",doctoral,ECM01:990007052960302716,no,"El rol de la diversificación de ingresos de los hogares y de las actividades no agropecuarias, en la desigualdad y pobreza del sector rural de México",2012,,SP,doctoral,,El Colegio de México. Centro de Estudios Económicos,D,PDF,cern_h_000324675.pdf
